source,target,label,newClusterPredictedLabel,newClusterConfidence,newClusterIsCorrect
earn,money,,False,0.0,0
haviing,dating,,False,0.0,0
save,marriage,,False,0.0,0
have,holiday,,False,0.0,0
have,money,,False,0.0,0
disageed,opinion,,False,0.0,0
have,experience,,False,0.0,0
shop,quality,,False,0.0,0
go,etc,,False,0.0,0
cruesing,etc,,False,0.0,0
be,life,,False,0.0,0
say,life,,False,0.0,0
m,life,,False,0.0,0
enjoy,restaurant,,False,0.0,0
eat,restaurant,,False,0.0,0
go,concert,,False,1.0,0
buy,quality,,False,0.0,0
say,point,,False,0.0,0
be,energy,,False,0.0,0
do,energy,,False,0.0,0
have,energy,,False,0.0,0
be,start,,False,0.0,0
use,start,,False,0.0,0
feel,start,,False,0.0,0
lose,toughness,,False,0.0,0
keep,speed,,False,0.0,0
keep,mountain,,False,0.0,0
move,mountain,,False,1.0,0
know,everyone,,False,0.0,0
be,everyone,,False,0.0,0
change,everyone,,False,0.0,0
face,kind,,False,0.0,0
m,people,,False,0.0,0
get,thant,,False,0.0,0
have,confident,,False,0.0,0
have,key,,False,0.0,0
become,key,,False,0.0,0
be,key,,False,0.0,0
try,feature,,False,0.0,0
exaggerate,feature,,False,0.0,0
appreciate,behavior,,False,0.0,0
nt,truth,,False,0.0,0
blame,truth,,False,0.0,0
tell,truth,,False,0.0,0
have,investment,,False,0.0,0
do,investment,,False,0.0,0
fill,gap,,True,1.0,0
use,product,,False,0.0,0
be,concurrents,,False,0.0,0
lose,concurrents,,False,0.0,0
stress,worker,,False,0.0,0
lose,job,,False,0.0,0
get,money,,False,0.0,0
be,system,,False,0.0,0
be,assumption,,False,0.0,0
base,assumption,,False,0.0,0
change,behavior,,False,0.0,0
need,correction,,False,0.0,0
be,consumer,,False,0.0,0
establish,consumer,,False,0.0,0
s,consumer,,False,0.0,0
choose,right,,False,0.0,0
buy,one,,False,0.0,0
make,company,,False,0.0,0
invest,advertising,,False,0.0,0
sell,quality,,False,0.0,0
be,nothing,,False,0.0,0
do,freedom,,False,0.0,0
use,freedom,,False,0.0,0
be,moment,,False,0.0,0
be,lie,,False,0.0,0
have,responsability,,False,0.0,0
take,responsability,,False,0.0,0
know,water,,False,0.0,0
sometimes,water,,False,0.0,0
come,home,,False,1.0,0
use,day,,False,0.0,0
drink,day,,False,0.0,0
be,pure,,False,0.0,0
say,pure,,False,0.0,0
have,valley,,False,0.0,0
be,valley,,False,0.0,0
make,valley,,False,0.0,0
pass,pipe,,False,0.0,0
tell,State,,False,0.0,0
drink,water,,False,0.6666666666666666,0
be,anything,,False,0.0,0
regard,s,,False,0.0,0
s,eye,,False,0.0,0
keep,eye,,False,0.0,0
try,power,,False,0.0,0
choose,power,,False,0.0,0
think,power,,False,0.0,0
be,power,,False,0.0,0
help,power,,False,0.0,0
buy,power,,False,0.0,0
claim,advertising,,False,0.0,0
be,advertising,,False,0.0,0
do,advertising,,False,0.0,0
grow,country,,False,0.0,0
purchase,car,,False,0.0,0
concern,car,,False,0.0,0
disagree,car,,False,0.0,0
be,road,,False,0.0,0
have,health,,False,0.0,0
cause,health,,False,0.0,0
get,society,,False,0.0,0
grow,decade,,False,0.0,0
forthcoming,decade,,False,0.0,0
urge,Government,,False,0.0,0
restrict,number,,False,0.0,0
have,action,,False,0.0,0
start,action,,False,0.0,0
take,action,,False,0.0,0
have,necessity,,False,0.0,0
be,necessity,,False,0.0,0
commute,car,,False,0.875,0
include,vehicle,,False,0.0,0
spend,lot,,False,0.0,0
s,development,,False,0.0,0
use,variety,,False,0.0,0
be,Government,,False,0.0,0
continue,train,,False,0.0,0
develop,train,,False,0.0,0
According,plan,,False,0.0,0
construct,year,,False,0.0,0
enforce,regulation,,False,0.0,0
reduce,number,,False,0.0,0
have,passenger,,False,0.0,0
include,driver,,False,0.0,0
have,price,,False,0.0,0
become,price,,False,0.0,0
park,lot,,False,0.0,0
have,city,,False,0.0,0
be,city,,False,0.0,0
see,city,,False,0.0,0
avoid,car,,False,0.0,0
be,purchase,,False,0.0,0
be,responsibility,,False,0.0,0
beeing,caretaker,,False,0.0,0
believe,phase,,False,0.0,0
be,phase,,False,0.0,0
recognize,thing,,False,0.0,0
thier,community,,False,0.0,0
be,family,,False,0.0,0
grow,family,,False,0.0,0
be,perents,,False,0.0,0
be,touch,,False,0.0,0
say,careless,,False,0.0,0
care,thing,,False,0.0,0
experience,situation,,False,0.0,0
believe,thing,,False,0.0,0
be,nature,,False,0.0,0
direct,way,,False,0.0,0
direct,people,,False,0.0,0
fullfilling,time,,False,0.0,0
work,job,,False,1.0,0
build,feeling,,False,0.0,0
enhanse,feeling,,False,0.0,0
improve,personality,,False,0.0,0
be,friend,,False,0.0,0
raise,friend,,False,0.0,0
select,work,,False,0.0,0
spend,work,,False,0.0,0
sure,community,,False,0.0,0
see,above,,False,0.0,0
believe,adverstisements,,False,0.0,0
be,experience,,False,0.0,0
support,experience,,False,0.0,0
seem,quality,,False,0.0,0
watch,advertisement,,False,0.0,0
sell,hair,,False,0.0,0
show,anyone,,False,0.0,0
remove,hair,,False,0.0,0
spray,hair,,False,0.0,0
wipe,towel,,False,0.0,0
show,person,,False,0.0,0
remoivng,hair,,False,0.0,0
try,point,,False,0.0,0
get,point,,False,0.0,0
be,method,,False,0.0,0
convince,advertisement,,False,0.0,0
buy,spray,,False,0.0,0
wait,arrival,,False,1.0,0
arrive,spray,,False,0.0,0
try,spray,,False,0.0,0
be,spray,,False,0.0,0
dissapointed,spray,,False,0.0,0
keep,hair,,False,0.0,0
wipe,hair,,False,0.0,0
realize,advertisement,,False,0.0,0
support,opinion,,False,0.0,0
order,magazine,,False,0.0,0
be,make-up,,False,0.0,0
buy,make-up,,False,0.0,0
take,look,,False,0.0,0
be,magazine,,False,0.0,0
surprise,magazine,,False,0.0,0
buy,magazine,,False,0.0,0
be,cheapter,,False,0.0,0
seem,store,,False,0.0,0
buy,store,,False,0.0,0
tell,product,,False,0.0,0
go,product,,False,1.0,0
order,pack,,False,0.0,0
brag,friend,,False,0.0,0
arrive,magazine,,False,0.0,0
appear,magazine,,False,0.0,0
be,inch,,False,0.0,0
learn,order,,False,0.0,0
describe,advertisement,,False,0.0,0
see,advertisement,,False,0.0,0
think,statement,,False,0.0,0
have,intelligence,,False,0.0,0
successfful,energy,,False,0.0,0
put,energy,,False,0.0,0
be,men,,False,0.0,0
tink,man,,False,0.0,0
think,experience,,False,0.0,0
have,work,,False,0.0,0
see,people,,False,0.0,0
work,success,,True,1.0,0
have,success,,False,0.0,0
improve,situatio,,False,0.0,0
disagree,statement,,False,0.0,0
think,history,,False,0.0,0
begin,becouse,,False,0.0,0
remember,exemplesMarx,,False,0.0,0
be,thinker,,False,0.0,0
create,teory,,False,0.0,0
think,Leonardo,,False,0.0,0
think,number,,False,0.0,0
be,number,,False,0.0,0
Concluding,i,,False,0.0,0
be,situation,,False,0.0,0
be,someone,,False,0.0,0
do,someone,,False,0.0,0
work,someone,,False,1.0,0
know,someone,,False,0.0,0
help,job,,False,0.0,0
permit,job,,False,0.0,0
s,i,,False,0.0,0
have,fear,,False,0.0,0
Do,people,,False,0.0,0
think,person,,False,0.0,0
act,person,,False,0.0,0
do,future,,False,0.0,0
succeeed,future,,False,0.0,0
have,reason,,False,0.0,0
think,thing,,False,0.0,0
change,example,,False,0.0,0
s,demand,,False,0.0,0
be,yesterday,,False,0.0,0
do,point,,False,0.0,0
care,point,,False,0.0,0
produce,success,,False,0.0,0
be,result,,False,0.0,0
get,success,,False,0.0,0
nt,money,,False,0.0,0
succeed,way,,False,0.0,0
choose,way,,False,0.0,0
do,nt,,False,0.0,0
do,ability,,False,0.0,0
believe,ability,,False,0.0,0
nt,trust,,False,0.0,0
have,ourselver,,False,0.0,0
believe,ourselver,,False,0.0,0
think,success,,False,0.0,0
want,success,,False,0.0,0
try,risk,,False,0.0,0
believe,possibility,,False,0.0,0
have,differnts,,False,0.0,0
creat,thing,,False,0.0,0
Doing,nt,,False,0.0,0
know,nt,,False,0.0,0
make,thing,,False,0.0,0
compare,thing,,True,1.0,0
create,thing,,False,0.0,0
agree,thing,,False,0.0,0
create,treatment,,False,0.0,0
help,peapole,,False,0.0,0
be,body,,False,0.0,0
tase,risk,,False,0.0,0
love,work,,False,0.6666666666666666,0
help,life,,False,0.0,0
be,race,,False,0.0,0
run,race,,True,1.0,0
win,recorde,,False,0.0,0
create,recorde,,False,0.0,0
be,riskes,,False,0.0,0
take,riskes,,False,0.0,0
score,number,,False,0.0,0
help,expeirnce,,False,0.0,0
get,expeirnce,,False,0.0,0
prod,body,,False,0.0,0
i,dentist,,False,0.0,0
wiil,dentist,,False,0.0,0
be,dentist,,False,0.0,0
hate,work,,False,0.6666666666666666,0
agree,fact,,False,0.0,0
specialize,specific,,False,0.0,0
spread,energy,,False,0.0,0
say,subject,,False,0.0,0
stay,subject,,False,0.0,0
mean,subject,,False,0.0,0
discard,subject,,False,0.0,0
find,focus,,False,0.0,0
build,Spikes,,False,0.0,0
allow,society,,False,0.0,0
promote,society,,False,0.0,0
pull,society,,False,0.0,0
Having,knowledge,,False,0.0,0
say,knowledge,,False,0.0,0
be,focus,,False,0.0,0
base,focus,,False,0.0,0
be,direction,,False,0.0,0
bear,direction,,False,0.0,0
be,day,,False,0.0,0
accomplish,day,,False,0.0,0
find,path,,False,0.0,0
do,range,,False,0.0,0
need,range,,False,0.0,0
be,history,,False,0.0,0
doesent,history,,False,0.0,0
take,decision,,False,0.0,0
have,opposition,,False,0.0,0
do,history,,False,0.0,0
think,stage,,False,0.0,0
refocus,subject,,False,0.0,0
love,subject,,False,1.0,0
give,satisfaction,,False,0.0,0
have,education,,False,0.0,0
receive,education,,False,0.0,0
have,engineering,,False,0.0,0
study,engineering,,False,1.0,0
get,doctorate,,False,0.0,0
find,life,,False,0.0,0
work,sale,,False,0.0,0
decide,knoledge,,False,0.0,0
build,knoledge,,False,0.0,0
focus,business,,False,0.0,0
pursue,MBA,,False,0.0,0
myself,people,,False,0.0,0
Have,thing,,False,0.0,0
felt,thing,,False,0.0,0
need,thing,,False,0.0,0
become,thing,,False,0.0,0
be,goal,,False,0.0,0
work,goal,,False,0.0,0
accomplimish,goal,,False,0.0,0
achieve,goal,,False,0.0,0
tend,thing,,False,0.0,0
succeed,successfuls,,False,0.0,0
believe,goal,,False,0.0,0
have,goal,,False,0.0,0
keep,goal,,False,0.0,0
have,career,,False,0.0,0
succeed,risk,,False,0.0,0
pay,risk,,False,0.0,0
stop,point,,False,0.0,0
want,matter,,False,0.0,0
achieve,matter,,False,0.0,0
believe,success,,False,0.0,0
work,theory,,False,0.0,0
base,theory,,False,0.0,0
fail,thing,,False,0.0,0
discourage,thing,,False,0.0,0
be,matter,,False,0.0,0
take,challanges,,False,0.0,0
do,failure,,False,0.0,0
accept,failure,,False,0.0,0
fail,hope,,False,0.0,0
nt,hope,,False,0.0,0
keep,hope,,False,0.0,0
be,working,,False,0.0,0
challenge,thing,,False,0.0,0
know,success,,False,0.0,0
do,success,,False,0.0,0
fail,time,,False,0.0,0
d,reason,,False,0.0,0
give,reason,,False,0.0,0
be,list,,False,0.0,0
come,whomever,,False,1.0,0
mind,whomever,,False,0.0,0
be,whomever,,False,0.0,0
go,whomever,,False,1.0,0
want,schedule,,False,0.0,0
change,schedule,,False,0.0,0
travel,place,,True,0.6666666666666666,0
d,place,,False,0.0,0
happen,family,,False,0.0,0
go,family,,True,0.5,0
germany,family,,False,0.0,0
travel,day,,False,0.8333333333333334,0
go,church,,False,0.0,0
be,beauty,,False,0.0,0
be,place,,False,0.0,0
present,tour,,False,0.0,0
think,tour,,False,0.0,0
tend,place,,False,0.0,0
excite,tour,,False,1.0,0
plan,tour,,False,0.0,0
travel,hour,,False,0.8333333333333334,0
somewhere,hour,,False,0.0,0
take,hour,,False,0.0,0
organize,schedule,,False,0.0,0
d,round,,False,0.0,0
consider,round,,False,0.0,0
go,round,,True,1.0,0
learn,condition,,False,0.0,0
Planning,travel,,False,0.0,0
be,activity,,False,0.0,0
be,schedule,,False,0.0,0
plan,schedule,,False,0.0,0
nt,deny,,False,0.0,0
exist,advantage,,False,0.0,0
receive,detail,,False,0.0,0
nt,guide,,False,0.0,0
find,guide,,False,0.0,0
be,spot,,False,0.0,0
know,spot,,False,0.0,0
sightsee,spot,,False,0.0,0
make,argument,,False,0.0,0
believe,advantageas,,False,0.0,0
bring,tour,,False,0.0,0
exceed,tour,,False,0.0,0
Considering,factor,,False,0.0,0
find,advantage,,False,0.0,0
make,trip,,False,0.0,0
tend,schedule,,False,0.0,0
think,nature,,False,0.0,0
do,trip,,False,0.0,0
fit,trip,,False,0.0,0
associate,thing,,False,0.0,0
want,attention,,False,0.0,0
succeed,attention,,False,0.0,0
have,attention,,False,0.0,0
get,attention,,False,0.0,0
have,tendency,,False,0.0,0
get,tendency,,False,0.0,0
think,business,,False,0.0,0
have,trend,,False,0.0,0
be,trend,,False,0.0,0
keep,thing,,False,0.0,0
do,something,,False,0.0,0
know,life,,False,0.0,0
do,life,,False,0.0,0
change,life,,False,0.0,0
reapeat,thing,,False,0.0,0
be,demand,,False,0.0,0
need,something,,False,0.0,0
succeed,thing,,False,0.0,0
accept,people,,False,0.0,0
secure,field,,False,0.0,0
know,chance,,False,0.0,0
do,chance,,False,0.0,0
succeed,oppotunities,,False,0.0,0
have,oppotunities,,False,0.0,0
Taking,risk,,False,0.0,0
cause,damage,,False,0.0,0
give,success,,False,0.0,0
say,century,,False,0.0,0
survive,century,,False,0.0,0
have,skill,,False,0.0,0
know,skill,,False,0.0,0
be,pace,,False,0.0,0
change,pace,,False,0.0,0
revolutianized,aspect,,False,0.0,0
have,age,,False,0.0,0
get,age,,False,0.0,0
call,age,,False,1.0,0
fulfill,s,,False,0.0,0
be,domain,,False,0.0,0
get,domain,,False,0.0,0
specialize,domain,,False,0.0,0
want,life,,False,0.0,0
lead,life,,False,0.0,0
have,future,,False,0.0,0
do,nobody,,False,0.0,0
go,field,,False,0.0,0
specialize,field,,False,0.0,0
let,s,,False,0.0,0
take,estate,,False,0.0,0
want,estate,,False,0.0,0
invest,estate,,False,0.0,0
know,taxation,,False,0.0,0
prove,asset,,False,0.0,0
come,wealth,,True,1.0,0
increase,wealth,,False,0.0,0
seek,knowledge,,False,0.0,0
require,thirst,,False,0.0,0
learn,hunger,,False,0.0,0
seek,truth,,False,0.0,0
knowledge,lot,,False,0.0,0
be,virtue,,False,0.0,0
give,reputation,,False,0.0,0
Take,company,,False,0.0,0
want,employee,,False,0.0,0
hire,employee,,False,0.0,0
have,possibility,,False,0.0,0
choose,candidate,,False,0.0,0
have,business,,False,0.0,0
have,kind,,False,0.0,0
work,kind,,False,0.75,0
hold,degree,,False,0.0,0
work,trend,,False,1.0,0
choose,latter,,False,0.0,0
s,world,,False,0.0,0
be,world,,False,0.0,0
expose,world,,False,0.0,0
self,one,,False,0.0,0
satisfy,one,,False,0.0,0
laugh,person,,False,0.0,0
be,con,,False,0.0,0
fill,con,,False,0.0,0
re,type,,False,0.0,0
limit,type,,False,0.0,0
be,basis,,False,0.0,0
reward,basis,,True,1.0,0
sum,subject,,False,0.0,0
involve,subject,,False,0.0,0
involve,reason,,False,0.0,0
oblige,time,,False,0.0,0
invest,time,,False,0.0,0
affect,living,,False,0.0,0
Being,image,,False,0.0,0
be,image,,False,0.0,0
reward,image,,False,0.0,0
give,image,,False,0.0,0
serve,defence,,False,0.0,0
be,learning,,False,0.0,0
keep,learning,,False,0.0,0
keep,living,,False,0.0,0
love,legacy,,False,0.0,0
leave,legacy,,False,0.0,0
seem,people,,False,0.0,0
enjoy,moment,,False,0.0,0
mean,people,,False,0.0,0
seem,life,,False,0.0,0
attend,school,,False,0.0,0
Is,life,,False,0.0,0
be,future,,False,0.0,0
have,order,,False,0.0,0
face,order,,False,0.0,0
succeed,future,,False,0.0,0
become,life,,False,0.0,0
seem,time,,False,0.0,0
spend,life,,False,0.0,0
be,brother,,False,0.0,0
come,question,,False,0.0,0
believe,lot,,False,0.0,0
do,experience,,False,0.0,0
handle,problem,,False,0.0,0
be,age,,False,0.0,0
face,age,,False,0.0,0
want,family,,False,0.0,0
have,family,,False,0.0,0
achieve,concern,,False,0.0,0
struggle,goal,,False,0.0,0
base,fact,,False,0.0,0
nt,fact,,False,0.0,0
become,fact,,False,0.0,0
relate,connector,,False,0.0,0
be,connector,,False,0.0,0
soI,dissagree,,False,0.0,0
say,reason,,False,0.0,0
support,people,,False,0.0,0
understand,kind,,False,0.0,0
happen,idea,,False,0.0,0
know,idea,,False,0.0,0
make,idea,,False,0.0,0
do,fact,,False,0.0,0
have,fact,,False,0.0,0
disappear,time,,False,0.0,0
base,people,,False,0.0,0
ignore,idea,,False,0.0,0
become,idea,,False,0.0,0
aprroved,fact,,False,0.0,0
use,fact,,False,0.0,0
make,writing,,False,0.0,0
write,article,,False,0.0,0
do,reasearch,,False,0.0,0
know,writing,,False,0.0,0
be,writing,,False,0.0,0
talk,writing,,False,0.0,0
be,hypothesis,,False,0.0,0
have,prize,,False,0.0,0
win,prize,,False,0.0,0
approve,research,,False,0.0,0
be,reasearhs,,False,0.0,0
basesd,fact,,False,0.0,0
make,reasearh,,False,0.0,0
become,importants,,False,0.0,0
be,base,,False,0.0,0
suppoting,article,,False,0.0,0
make,article,,False,0.0,0
approve,idea,,False,0.0,0
become,law,,False,0.0,0
follow,reason,,False,0.0,0
improve,year,,False,0.0,0
develop,year,,False,0.0,0
find,reason,,False,0.0,0
use,train,,False,0.0,0
be,convenient,,False,0.0,0
be,house,,False,0.0,0
go,house,,False,1.0,0
do,station,,False,0.0,0
need,station,,False,0.0,0
walk,station,,False,0.0,0
be,population,,False,0.0,0
be,Chinese,,False,0.0,0
say,Chinese,,False,0.0,0
mean,chance,,False,0.0,0
get,car,,False,0.0,0
increase,car,,False,0.0,0
think,railway,,False,0.0,0
continue,railway,,False,0.0,0
use,railway,,False,0.0,0
be,eleveters,,False,0.0,0
be,station,,False,0.0,0
use,station,,False,0.0,0
be,hour,,False,0.0,0
commute,time,,False,0.8333333333333334,0
start,oclock,,False,0.0,0
be,curcumstances,,False,0.0,0
adjust,curcumstances,,False,0.0,0
i,think,,False,0.0,0
need,kid,,False,0.0,0
go,kid,,False,1.0,0
work,kid,,False,1.0,0
pick,kid,,False,0.0,0
need,birthday,,False,0.0,0
buy,birthday,,False,0.0,0
need,race,,False,0.0,0
need,generation,,False,0.0,0
brag,generation,,False,0.0,0
mean,car,,False,0.0,0
nowadays,car,,False,0.0,0
be,water,,False,0.0,0
go,car,,False,0.875,0
let,fewers,,False,0.0,0
get,fewers,,False,0.0,0
be,fewers,,False,0.0,0
be,consequance,,False,0.0,0
see,family,,False,0.0,0
come,lexure,,False,0.0,0
need,lexure,,False,0.0,0
come,class,,True,0.5,0
start,car,,False,0.0,0
talk,car,,False,0.0,0
say,day,,False,0.0,0
allow,everyone,,False,0.0,0
buy,anything,,False,0.0,0
see,car,,False,0.0,0
i,bet,,False,0.0,0
reach,number,,False,0.0,0
go,population,,True,0.6666666666666666,0
try,man,,False,0.0,0
analyze,man,,False,0.8333333333333334,0
be,man,,False,0.0,0
go,man,,False,1.0,0
find,man,,False,0.0,0
ruin,everything,,False,0.0,0
ruin,city,,False,0.0,0
ruin,environment,,False,0.0,0
ruin,economy,,False,0.0,0
ruin,world,,False,0.0,0
know,product,,False,0.0,0
help,product,,False,0.0,0
be,sell,,False,0.0,0
present,product,,False,0.0,0
love,cinema,,False,0.0,0
go,cinema,,False,0.0,0
do,day,,False,0.0,0
have,day,,False,0.0,0
know,day,,False,0.0,0
want,idea,,False,0.0,0
go,idea,,False,1.0,0
describe,film,,False,0.0,0
be,trailer,,False,0.0,0
call,trailer,,False,0.0,0
watch,cinema,,False,0.0,0
seem,cinema,,False,0.0,0
decide,cinema,,False,0.0,0
see,cinema,,False,0.0,0
be,cinema,,False,0.0,0
understand,trailer,,False,0.0,0
happen,food,,False,0.0,0
know,population,,False,0.0,0
start,aspect,,False,0.0,0
speak,aspect,,False,0.0,0
clarify,aspect,,False,0.0,0
be,evolution,,False,0.0,0
listen,advertisement,,False,0.0,0
recognize,way,,False,0.0,0
watch,trailer,,False,0.0,0
be,course,,False,0.0,0
agree,adverisements,,False,0.0,0
think,advertisement,,False,0.0,0
do,lot,,False,0.0,0
show,people,,False,0.0,0
do,advertisement,,False,0.0,0
require,advertisement,,False,0.0,0
run,advertisement,,False,0.0,0
think,good,,False,0.0,0
eventualy,market,,False,0.0,0
control,market,,False,0.0,0
fail,selling,,False,0.0,0
want,computer,,False,0.0,0
buy,computer,,False,0.0,0
think,Dell,,False,0.0,0
run,time,,False,0.8333333333333334,0
guess,experiance,,False,0.0,0
lerning,experiance,,False,0.0,0
see,product,,False,0.0,0
hear,product,,False,0.0,0
come,TV,,False,0.0,0
like,TV,,False,0.0,0
have,nothing,,False,0.0,0
talk,person,,True,1.0,0
call,problem,,False,0.0,0
happen,time,,False,0.0,0
occure,time,,False,0.0,0
lose,singnal,,False,0.0,0
woundered,people,,False,0.0,0
make,advertisement,,False,0.0,0
afford,advertisement,,False,0.0,0
waste,lot,,False,0.0,0
live,advertisement,,False,0.0,0
keep,advertisement,,False,0.0,0
be,chain,,False,0.0,0
be,state,,False,0.0,0
exist,state,,False,0.0,0
expect,state,,False,0.0,0
travel,state,,False,0.0,0
have,dinner,,False,0.0,0
base,idea,,False,0.0,0
memorize,fact,,False,0.0,0
have,base,,False,0.0,0
learn,learning,,False,0.0,0
concidered,learning,,False,0.0,0
have,Math,,False,0.0,0
be,Math,,False,0.0,0
base,logic,,False,0.0,0
have,explanation,,False,0.0,0
acknowledge,explanation,,False,0.0,0
lead,fact,,False,0.0,0
acknowledge,fact,,False,0.0,0
become,accomplished,,False,0.0,0
analizing,idea,,False,0.0,0
lead,creation,,False,0.0,0
creativety,creation,,False,0.0,0
have,differents,,False,0.0,0
learn,skill,,False,0.0,0
memorize,conlusions,,False,0.0,0
know,conclusion,,False,0.0,0
reach,conclusion,,False,0.0,0
Understanding,idea,,False,0.0,0
be,book,,False,0.0,0
learn,book,,False,0.0,0
have,thinking,,False,0.0,0
be,thinking,,False,0.0,0
study,thinking,,True,0.5,0
learn,thinking,,False,0.0,0
oblidges,thinking,,False,0.0,0
provide,community,,False,0.0,0
be,mind,,False,0.0,0
fix,fact,,False,0.0,0
think,technology,,False,0.0,0
be,growth,,False,0.0,0
enhance,growth,,False,0.0,0
be,cause,,False,0.0,0
obtain,fact,,False,0.0,0
be,improvement,,False,0.0,0
say,improvement,,False,0.0,0
Thats,process,,False,0.0,0
teach,work,,False,0.0,0
have,book,,False,0.0,0
tell,student,,False,0.0,0
read,home,,False,0.0,0
test,day,,False,0.0,0
have,point,,False,0.0,0
be,point,,False,0.0,0
make,student,,False,0.0,0
understand,school,,False,0.0,0
re,school,,False,0.0,0
take,school,,False,0.0,0
be,approach,,False,0.0,0
say,approach,,False,0.0,0
do,statement,,False,0.0,0
think,knowledge,,False,0.0,0
concentrate,subject,,False,0.0,0
learn,lot,,False,0.0,0
say,fact,,False,0.0,0
refer,fact,,False,0.0,0
stud,student,,False,0.0,0
mean,student,,False,0.0,0
enter,subject,,False,0.0,0
know,aspect,,False,0.0,0
require,aspect,,False,0.0,0
organise,study,,False,0.0,0
aintaining,mind,,False,0.0,0
keep,mind,,False,0.0,0
give,range,,False,0.0,0
bring,reason,,False,0.0,0
expose,reason,,False,0.0,0
have,approach,,False,0.0,0
know,lot,,False,0.0,0
remain,surface,,False,0.0,0
require,people,,False,0.0,0
expert,something,,False,1.0,0
become,expert,,False,0.0,0
get,thing,,False,0.0,0
discover,aspect,,False,0.0,0
prevent,problem,,False,0.0,0
say,class,,False,0.0,0
m,class,,False,0.0,0
m,background,,False,0.0,0
ve,background,,False,0.0,0
get,background,,False,0.0,0
ask,class,,False,0.0,0
be,class,,False,0.0,0
choose,class,,False,0.0,0
thougth,opportunity,,False,0.0,0
be,opportunity,,False,0.0,0
think,opportunity,,False,0.0,0
have,opportunity,,False,0.0,0
attend,lot,,False,0.0,0
intersting,course,,False,0.0,0
meet,lot,,False,0.0,0
Traveling,group,,False,0.0,0
take,freedom,,False,0.0,0
find,group,,False,0.0,0
wish,place,,False,0.0,0
stay,place,,False,0.0,0
have,agenda,,False,0.0,0
be,agency,,False,0.0,0
take,agency,,False,0.0,0
need,information,,False,0.0,0
gather,information,,False,0.0,0
ensure,safety,,False,0.0,0
eliminate,accident,,False,0.0,0
mean,opprotunity,,False,0.0,0
meet,people,,False,0.0,0
find,shop,,False,0.0,0
find,thing,,False,0.0,0
be,tourism,,False,0.0,0
market,tourism,,False,0.0,0
take,occurences,,False,0.0,0
happen,agenda,,False,0.0,0
be,restaurant,,False,0.0,0
go,restaurant,,False,0.0,0
travel,Hong,,False,0.0,0
find,restaurant,,False,0.0,0
be,tourist,,False,0.0,0
be,ifnormation,,False,0.0,0
give,ifnormation,,False,0.0,0
meet,local,,False,0.0,0
wonder,people,,False,0.0,0
ask,people,,False,0.0,0
show,restaurant,,False,0.0,0
give,episode,,False,0.0,0
try,language,,False,0.0,0
find,food,,False,0.0,0
be,food,,False,0.0,0
consider,food,,False,0.0,0
use,transportation,,False,0.0,0
learn,way,,False,0.0,0
prefer,adventure,,False,0.0,0
experience,place,,False,0.0,0
travel,part,,False,0.0,0
sell,tourism,,False,0.0,0
travel,way,,False,0.75,0
work,restaurant,,False,0.0,0
like,group,,False,0.0,0
decide,group,,False,0.0,0
eat,group,,False,0.0,0
stay,group,,False,0.0,0
mind,group,,False,0.0,0
say,trouble,,False,0.0,0
take,information,,False,0.0,0
be,job,,False,0.0,0
leave,job,,False,0.0,0
websites,couple,,False,0.0,0
travel,couple,,False,0.8333333333333334,0
mentionied,won,,False,0.0,0
get,won,,False,0.0,0
find,book,,False,0.0,0
travel,mean,,False,0.75,0
be,mean,,False,0.0,0
get,situation,,False,0.0,0
place,situation,,False,0.0,0
get,life,,False,0.0,0
be,adventure,,False,0.0,0
limit,adventure,,False,0.0,0
plan,aspect,,False,0.0,0
travel,aspect,,False,0.0,0
be,version,,False,0.0,0
visit,version,,False,0.0,0
marketted,version,,False,0.0,0
give,tourist,,False,0.0,0
think,position,,False,0.0,0
be,TV,,False,0.0,0
support,TV,,False,0.0,0
travel,adventure,,False,1.0,0
seek,adventure,,False,0.0,0
be,program,,False,0.0,0
call,trekker,,False,0.0,0
be,United,,False,0.0,0
live,United,,False,0.0,0
be,period,,False,0.0,0
do,car,,False,0.0,0
go,supermarket,,False,0.0,0
have,hour,,False,0.0,0
walk,hour,,False,0.0,0
imagine,home,,False,0.0,0
be,home,,False,0.0,0
Considering,car,,False,0.0,0
be,transportation,,False,0.0,0
replace,existence,,False,0.0,0
be,gas,,False,0.0,0
say,gas,,False,0.0,0
emit,car,,False,0.0,0
have,effect,,False,0.0,0
call,warming,,False,1.0,0
work,number,,True,0.6666666666666666,0
decrease,number,,False,0.0,0
accomplish,goal,,False,0.0,0
need,way,,False,0.0,0
transport,train,,False,0.0,0
come,plan,,False,0.0,0
put,action,,False,0.0,0
change,year,,False,0.0,0
drive,school,,False,0.0,0
change,way,,False,0.0,0
commute,mean,,False,0.75,0
need,reason,,False,0.0,0
make,law,,False,0.0,0
prohibit,use,,False,0.0,0
drive,person,,False,0.0,0
quit,car,,False,0.0,0
drive,car,,False,0.0,0
Passing,law,,False,0.0,0
require,lot,,False,0.0,0
come,people,,False,1.0,0
do,law,,False,0.0,0
take,law,,False,0.0,0
change,people,,False,0.0,0
come,option,,False,0.0,0
mention,number,,False,0.0,0
believe,number,,False,0.0,0
tranport,car,,False,0.0,0
feel,car,,False,0.0,0
have,United,,False,0.0,0
answer,question,,False,0.0,0
be,pourposes,,False,0.0,0
